Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
QTZQLJLX,journalArticle,2021,"Pendleton, H. Lizethe; Twing, Katrina I.; Motamedi, Shahrzad; Brazelton, William J.",Potential microbial contamination from drilling lubricants into subseafloor rock cores,Scientific Drilling,,1816-3459,10.5194/sd-29-49-2021,https://sd.copernicus.org/articles/29/49/2021/,"International Ocean Discovery Program (IODP) Expedition 357: “Serpentinization and Life” drilled shallow cores into the Atlantis Massif near the Mid-Atlantic Ridge in October 2015 using seabed drills. Serpentinization and other geochemical processes occurring within the Atlantis Massif release hydrogen, methane, and other chemicals that can potentially fuel microorganisms through chemosynthesis. The subseaﬂoor rock cores collected during IODP Exp. 357 are the ﬁrst of their kind, meaning the analysis and interpretation of these samples required new methodologies, including a specialized approach for distinguishing endemic subsurface inhabitants from potential contaminants from various sources. Background samples of various potential contamination sources were collected during sampling: 109 samples of seawater collected before, during, and after drilling; 20 samples of greases and oils associated with the drilling equipment; and samples of the laboratory’s ambient air. Despite the widespread usage of drilling lubricants and the importance of controlling contamination in drill-core samples for microbiological analyses, no studies to date have looked at DNA in drilling greases and oils. In this study, drilling lubricants were analyzed as possible sources of microbial contamination of subseaﬂoor rock core samples by environmental sequencing of 16S rRNA genes. We ﬁnd that microbial signatures from drilling lubricants are only found in low abundance in seaﬂoor samples (at most a few percent of total sequence counts), with laboratory contaminants being a greater source of contamination.",2021-04-26,11/18/21 11:39,11/18/21 11:39,11/18/21 11:39,49-57,,,29,,Sci. Dril.,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Pendleton et al. - 2021 - Potential microbial contamination from drilling lu2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8SNZ7BH,journalArticle,2020,"Sabuda, Mary C.; Brazelton, William J.; Putman, Lindsay I.; McCollom, Tom M.; Hoehler, Tori M.; Kubo, Michael D. Y.; Cardace, Dawn; Schrenk, Matthew O.",A dynamic microbial sulfur cycle in a serpentinizing continental ophiolite,Environmental Microbiology,,"1462-2912, 1462-2920",10.1111/1462-2920.15006,https://onlinelibrary.wiley.com/doi/10.1111/1462-2920.15006,,2020-06,11/18/21 11:39,11/18/21 11:39,11/18/21 11:39,2329-2345,,6,22,,Environ Microbiol,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Sabuda et al. - 2020 - A dynamic microbial sulfur cycle in a serpentinizi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7C8GR67Q,journalArticle,2013,"Schrenk, M. O.; Brazelton, W. J.; Lang, S. Q.","Serpentinization, Carbon, and Deep Life",Reviews in Mineralogy and Geochemistry,,1529-6466,10.2138/rmg.2013.75.18,https://pubs.geoscienceworld.org/rimg/article/75/1/575-606/140987,,2013-01-01,11/18/21 11:39,11/18/21 19:26,11/18/21 11:39,575-606,,1,75,,Rev in Mineral Geochem,,,,,,,,en,,,,,DOI.org (Crossref),,,,"/Users/braz/Dropbox/Papers/collections/Schrenk et al. - 2013 - Serpentinization, Carbon, and Deep Life.pdf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPL4QWBU,journalArticle,2013,"Stüeken, E. E.; Anderson, R. E.; Bowman, J. S.; Brazelton, W. J.; Colangelo‐Lillis, J.; Goldman, A. D.; Som, S. M.; Baross, J. A.",Did life originate from a global chemical reactor?,Geobiology,,"1472-4677, 1472-4669",10.1111/gbi.12025,https://onlinelibrary.wiley.com/doi/10.1111/gbi.12025,"Many decades of experimental and theoretical research on the origin of life have yielded important discoveries regarding the chemical and physical conditions under which organic compounds can be synthesized and polymerized. However, such conditions often seem mutually exclusive, because they are rarely encountered in a single environmental setting. As such, no convincing models explain how living cells formed from abiotic constituents. Here, we propose a new approach that considers the origin of life within the global context of the Hadean Earth. We review previous ideas and synthesize them in four central hypotheses: (i) Multiple microenvironments contributed to the building blocks of life, and these niches were not necessarily inhabitable by the ﬁrst organisms; (ii) Mineral catalysts were the backbone of prebiotic reaction networks that led to modern metabolism; (iii) Multiple local and global transport processes were essential for linking reactions occurring in separate locations; (iv) Global diversity and local selection of reactants and products provided mechanisms for the generation of most of the diverse building blocks necessary for life. We conclude that no single environmental setting can offer enough chemical and physical diversity for life to originate. Instead, any plausible model for the origin of life must acknowledge the geological complexity and diversity of the Hadean Earth. Future research may therefore beneﬁt from identifying further linkages between organic precursors, minerals, and ﬂuids in various environmental contexts.",2013-03,11/18/21 11:39,11/18/21 19:26,11/18/21 11:39,101-126,,2,11,,Geobiol,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Stüeken et al. - 2013 - Did life originate from a global chemical reactor.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M2YZWLEQ,journalArticle,2020,"Thornton, Christopher N; Tanner, Windy D; VanDerslice, James A; Brazelton, William J",Localized effect of treated wastewater effluent on the resistome of an urban watershed,GigaScience,,2047-217X,10.1093/gigascience/giaa125,https://academic.oup.com/gigascience/article/doi/10.1093/gigascience/giaa125/5992824,"Background: Wastewater treatment is an essential tool for maintaining water quality in urban environments. While the treatment of wastewater can remove most bacterial cells, some will inevitably survive treatment to be released into natural environments. Previous studies have investigated antibiotic resistance within wastewater treatment plants, but few studies have explored how a river’s complete set of antibiotic resistance genes (the “resistome”) is affected by the release of treated effluent into surface waters. Results: Here we used high-throughput, deep metagenomic sequencing to investigate the effect of treated wastewater effluent on the resistome of an urban river and the downstream distribution of effluent-associated antibiotic resistance genes and mobile genetic elements. Treated effluent release was found to be associated with increased abundance and diversity of antibiotic resistance genes and mobile genetic elements. The impact of wastewater discharge on the river’s resistome diminished with increasing distance from effluent discharge points. The resistome at river locations that were not immediately downstream from any wastewater discharge points was dominated by a single integron carrying genes associated with resistance to sulfonamides and quaternary ammonium compounds. Conclusions: Our study documents variations in the resistome of an urban watershed from headwaters to a major confluence in an urban center. Greater abundances and diversity of antibiotic resistance genes are associated with human fecal contamination in river surface water, but the fecal contamination effect seems to be localized, with little measurable effect in downstream waters. The diverse composition of antibiotic resistance genes throughout the watershed suggests the influence of multiple environmental and biological factors.",2020-11-19,11/18/21 11:39,11/18/21 19:27,11/18/21 11:39,giaa125,,11,9,,GigaScience,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Thornton et al. - 2020 - Localized effect of treated wastewater effluent on2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHXNJHR6,journalArticle,2017,"Twing, Katrina I.; Brazelton, William J.; Kubo, Michael D. Y.; Hyer, Alex J.; Cardace, Dawn; Hoehler, Tori M.; McCollom, Tom M.; Schrenk, Matthew O.",Serpentinization-Influenced Groundwater Harbors Extremely Low Diversity Microbial Communities Adapted to High pH,Frontiers in Microbiology,,1664-302X,10.3389/fmicb.2017.00308,http://journal.frontiersin.org/article/10.3389/fmicb.2017.00308/full,"Serpentinization is a widespread geochemical process associated with aqueous alteration of ultramaﬁc rocks that produces abundant reductants (H2 and CH4) for life to exploit, but also potentially challenging conditions, including high pH, limited availability of terminal electron acceptors, and low concentrations of inorganic carbon. As a consequence, past studies of serpentinites have reported low cellular abundances and limited microbial diversity. Establishment of the Coast Range Ophiolite Microbial Observatory (California, U.S.A.) allowed a comparison of microbial communities and physicochemical parameters directly within serpentinization-inﬂuenced subsurface aquifers. Samples collected from seven wells were subjected to a range of analyses, including solute and gas chemistry, microbial diversity by 16S rRNA gene sequencing, and metabolic potential by shotgun metagenomics, in an attempt to elucidate what factors drive microbial activities in serpentinite habitats. This study describes the ﬁrst comprehensive interdisciplinary analysis of microbial communities in hyperalkaline groundwater directly accessed by boreholes into serpentinite rocks. Several environmental factors, including pH, methane, and carbon monoxide, were strongly associated with the predominant subsurface microbial communities. A single operational taxonomic unit (OTU) of Betaproteobacteria and a few OTUs of Clostridia were the almost exclusive inhabitants of ﬂuids exhibiting the most serpentinized character. Metagenomes from these extreme samples contained abundant sequences encoding proteins associated with hydrogen metabolism, carbon monoxide oxidation, carbon ﬁxation, and acetogenesis. Metabolic pathways encoded by Clostridia and Betaproteobacteria, in particular, are likely to play important roles in the ecosystems of serpentinizing groundwater. These data provide a basis for further biogeochemical studies of key processes in serpentinite subsurface environments.",2017-03-01,11/18/21 11:39,11/18/21 11:39,11/18/21 11:39,,,,8,,Front. Microbiol.,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Twing et al. - 2017 - Serpentinization-Influenced Groundwater Harbors Ex.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J6PQ3IG8,journalArticle,2001,"Brazelton, William J.; Amundsen, Craig D.; Silflow, Carolyn D.; Lefebvre, Paul A.",The bld1 mutation identifies the Chlamydomonas osm-6 homolog as a gene required for flagellar assembly,Current Biology,,9609822,10.1016/S0960-9822(01)00485-7,https://linkinghub.elsevier.com/retrieve/pii/S0960982201004857,,2001-10,11/18/21 12:41,11/18/21 19:22,11/18/21 12:41,1591-1594,,20,11,,Curr Biol,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Brazelton et al. - 2001 - The bld1 mutation identifies the Chlamydomonas osm.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BKE95TGX,journalArticle,2011,"Anderson, Rika E.; Brazelton, William J.; Baross, John A.",Using CRISPRs as a metagenomic tool to identify microbial hosts of a diffuse flow hydrothermal vent viral assemblage: CRISPR spacers reveal hosts of marine vent viral assemblage,FEMS Microbiology Ecology,,1686496,10.1111/j.1574-6941.2011.01090.x,https://academic.oup.com/femsec/article-lookup/doi/10.1111/j.1574-6941.2011.01090.x,"Metagenomic analyses of viruses have revealed widespread diversity in the viriosphere, but it remains a challenge to identify speciﬁc hosts for a viral assemblage. To address this problem, we analyze the viral metagenome of a northeast Paciﬁc hydrothermal vent with a comprehensive database of spacers derived from the clustered regularly interspaced short palindromic repeat (CRISPR) putative immune system. CRISPR spacer matches to the marine vent virome suggest that viruses infecting hosts from diverse taxonomic groups are present in this vent environment. Comparative virome analyses show that CRISPR spacers from vent isolates and from thermophiles in general have a higher percentage of matches to the vent virome than to other marine or terrestrial hot spring viromes. However, a high percentage of hits to spacers from mesophilic hosts, combined with a moderately high modeled alpha diversity, suggest that the marine vent virome is comprised of viruses that have the potential to infect diverse taxonomic groups of multiple thermal regimes in both the bacterial and the archaeal domains.",2011-07,11/18/21 12:41,11/18/21 19:23,11/18/21 12:41,120-133,,1,77,,FEMS Microbiol Ecol,Using CRISPRs as a metagenomic tool to identify microbial hosts of a diffuse flow hydrothermal vent viral assemblage,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Anderson et al. - 2011 - Using CRISPRs as a metagenomic tool to identify mi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC8H5D5Z,journalArticle,2011,"Fuchsman, Clara A.; Kirkpatrick, John B.; Brazelton, William J.; Murray, James W.; Staley, James T.",Metabolic strategies of free-living and aggregate-associated bacterial communities inferred from biologic and chemical profiles in the Black Sea suboxic zone,FEMS Microbiology Ecology,,1686496,10.1111/j.1574-6941.2011.01189.x,https://academic.oup.com/femsec/article-lookup/doi/10.1111/j.1574-6941.2011.01189.x,"The Black Sea is a permanently anoxic basin with a well-deﬁned redox gradient. We combine environmental 16S rRNA gene data from clone libraries, terminal restriction fragment length polymorphisms, and V6 hypervariable region pyrosequences to provide the most detailed bacterial survey to date. Furthermore, this data set is informed by comprehensive geochemical data; using this combination of information, we put forward testable hypotheses regarding possible metabolisms of uncultured bacteria from the Black Sea’s suboxic zone (microaerophily, nitrate reduction, manganese cycling, and oxidation of methane, ammonium, and sulﬁde). Dominant bacteria in the upper suboxic zone included members of the SAR11, SAR324, and Microthrix groups and in the deep suboxic zone included members of BS-GSO-2, Marine Group A, and SUP05. A particulate fraction (30 lm ﬁlter) was used to distinguish between free-living and aggregate-attached communities in the suboxic zone. The particulate fraction contained greater diversity of V6 tag sequences than the bulk water samples. Lentisphaera, Epsilonproteobacteria, WS3, Planctomycetes, and Deltaproteobacteria were enriched in the particulate fraction, whereas SAR11 relatives dominated the free-living fraction. On the basis of the bacterial assemblages and simple modeling, we ﬁnd that in suboxic waters, the interior of sinking aggregates potentially support manganese reduction, sulfate reduction, and sulfur oxidation.",2011-12,11/18/21 12:41,11/18/21 12:41,11/18/21 12:41,586-603,,3,78,,FEMS Microbiol Ecol,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Fuchsman et al. - 2011 - Metabolic strategies of free-living and aggregate-.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HL3W8E7D,journalArticle,2012,"Biddle, Jennifer F.",Prospects for the study of evolution in the deep biosphere,Frontiers in Microbiology,,1664302X,10.3389/fmicb.2011.00285,http://journal.frontiersin.org/article/10.3389/fmicb.2011.00285/abstract,"Since the days of Darwin, scientists have used the framework of the theory of evolution to explore the interconnectedness of life on Earth and adaptation of organisms to the everchanging environment. The advent of molecular biology has advanced and accelerated the study of evolution by allowing direct examination of the genetic material that ultimately determines the phenotypes upon which selection acts. The study of evolution has been furthered through examination of microbial evolution, with large population numbers, short generation times, and easily extractable DNA. Such work has spawned the study of microbial biogeography, with the realization that concepts developed in population genetics may be applicable to microbial genomes (Martiny et al., 2006; Manhes and Velicer, 2011). Microbial biogeography and adaptation has been examined in many different environments. Here we argue that the deep biosphere is a unique environment for the study of evolution and list speciﬁc factors that can be considered and where the studies may be performed. This publication is the result of the NSF-funded Center for Dark Energy Biosphere Investigations (C-DEBI) theme team on Evolution (www.darkenergybiosphere.org).",2012-01-01,11/18/21 12:41,11/18/21 19:52,11/18/21 12:41,,,,2,,Front. Microbio.,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Biddle - 2012 - Prospects for the study of evolution in the deep b.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC7J7GWA,journalArticle,2013,"Szponar, Natalie; Brazelton, William J.; Schrenk, Matthew O.; Bower, Dina M.; Steele, Andrew; Morrill, Penny L.","Geochemistry of a continental site of serpentinization, the Tablelands Ophiolite, Gros Morne National Park: A Mars analogue",Icarus,,191035,10.1016/j.icarus.2012.07.004,https://linkinghub.elsevier.com/retrieve/pii/S0019103512002783,"The presence of aqueously altered, olivine-rich rocks along with carbonate on Mars suggest that serpentinization may have occurred in the past and may be occurring presently in the subsurface, and possibly contributing methane (CH4) to the martian atmosphere. Serpentinization, the hydration of olivine in ultramaﬁc rocks, yields ultra-basic ﬂuids (pH P 10) with unique chemistry (i.e. Ca2+–OHÀ waters) and hydrogen gas, which can support abiogenic production of hydrocarbons (i.e. Fischer–Tropsch Type synthesis) and subsurface chemosynthetic metabolisms. Mars analogue sites of present-day serpentinization can be used to determine what geochemical measurements are required for determining the source methane at sites of serpentinization on Earth and possibly on Mars. The Tablelands Ophiolite is a continental site of present-day serpentinization and a Mars analogue due to the presence of altered olivine-rich ultramaﬁc rocks with both carbonate and serpentine signatures. This study describes the geochemical indicators of present-day serpentinization as evidenced by meteoric ultra-basic reducing groundwater discharging from ultramaﬁc rocks, and travertine and calcium carbonate sediment, which form at the discharge points of the springs. Dissolved hydrogen concentrations (0.06–1.20 mg/L) and methane (0.04–0.30 mg/L) with d13CCH4 values (À28.5‰ to À15.6‰) were measured in the spring ﬂuids. Molecular and isotopic analyses of CH4, ethane, propane, butane, pentane and hexane suggest a non-microbial source of methane, and attribute the origin of methane and higher hydrocarbon gases to either thermogenic or abiogenic pathways.",2013-06,11/18/21 12:41,11/18/21 12:41,11/18/21 12:41,286-296,,2,224,,Icarus,"Geochemistry of a continental site of serpentinization, the Tablelands Ophiolite, Gros Morne National Park",,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Szponar et al. - 2013 - Geochemistry of a continental site of serpentiniza.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNALN456,journalArticle,2011,"Anderson, Rika E.; Brazelton, William J.; Baross, John A.",Is the Genetic Landscape of the Deep Subsurface Biosphere Affected by Viruses?,Frontiers in Microbiology,,1664-302X,10.3389/fmicb.2011.00219,http://journal.frontiersin.org/article/10.3389/fmicb.2011.00219/abstract,"Viruses are powerful manipulators of microbial diversity, biogeochemistry, and evolution in the marine environment. Viruses can directly inﬂuence the genetic capabilities and the ﬁtness of their hosts through the use of ﬁtness factors and through horizontal gene transfer. However, the impact of viruses on microbial ecology and evolution is often overlooked in studies of the deep subsurface biosphere. Subsurface habitats connected to hydrothermal vent systems are characterized by constant ﬂuid ﬂux, dynamic environmental variability, and high microbial diversity. In such conditions, high adaptability would be an evolutionary asset, and the potential for frequent host–virus interactions would be high, increasing the likelihood that cellular hosts could acquire novel functions. Here, we review evidence supporting this hypothesis, including data indicating that microbial communities in subsurface hydrothermal ﬂuids are exposed to a high rate of viral infection, as well as viral metagenomic data suggesting that the vent viral assemblage is particularly enriched in genes that facilitate horizontal gene transfer and host adaptability.Therefore, viruses are likely to play a crucial role in facilitating adaptability to the extreme conditions of these regions of the deep subsurface biosphere. We also discuss how these results might apply to other regions of the deep subsurface, where the nature of virus–host interactions would be altered, but possibly no less important, compared to more energetic hydrothermal systems.",2011-01-01,11/18/21 12:41,11/18/21 19:53,11/18/21 12:41,,,,2,,Front. Microbio.,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Anderson et al. - 2011 - Is the Genetic Landscape of the Deep Subsurface Bi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UVRZ95IB,journalArticle,2013,"Anderson, R. E.; Brazelton, W. J.; Baross, J. A.",The Deep Viriosphere: Assessing the Viral Impact on Microbial Community Dynamics in the Deep Subsurface,Reviews in Mineralogy and Geochemistry,,1529-6466,10.2138/rmg.2013.75.20,https://pubs.geoscienceworld.org/rimg/article/75/1/649-675/140997,,2013-01-01,11/18/21 12:41,11/18/21 19:24,11/18/21 12:41,649-675,,1,75,,Rev Mineral Geochem,The Deep Viriosphere,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Anderson et al. - 2013 - The Deep Viriosphere Assessing the Viral Impact o.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5M4AYCKB,journalArticle,2017,"Crespo-Medina, Melitza; Twing, Katrina I.; Sánchez-Murillo, Ricardo; Brazelton, William J.; McCollom, Thomas M.; Schrenk, Matthew O.","Methane Dynamics in a Tropical Serpentinizing Environment: The Santa Elena Ophiolite, Costa Rica",Frontiers in Microbiology,,1664-302X,10.3389/fmicb.2017.00916,http://journal.frontiersin.org/article/10.3389/fmicb.2017.00916/full,"Uplifted ultramaﬁc rocks represent an important vector for the transfer of carbon and reducing power from the deep subsurface into the biosphere and potentially support microbial life through serpentinization. This process has a strong inﬂuence upon the production of hydrogen and methane, which can be subsequently consumed by microbial communities. The Santa Elena Ophiolite (SEO) on the northwestern Paciﬁc coast of Costa Rica comprises ∼250 km2 of ultramaﬁc rocks and maﬁc associations. The climatic conditions, consisting of strongly contrasting wet and dry seasons, make the SEO a unique hydrogeological setting, where water-rock reactions are enhanced by large storm events (up to 200 mm in a single storm). Previous work on hyperalkaline spring ﬂuids collected within the SEO has identiﬁed the presence of microorganisms potentially involved in hydrogen, methane, and methanol oxidation (such as Hydrogenophaga, Methylobacterium, and Methylibium spp., respectively), as well as the presence of methanogenic Archaea (such as Methanobacterium). Similar organisms have also been documented at other serpentinizing sites, however their functions have not been conﬁrmed. SEO’s hyperalkaline springs have elevated methane concentrations, ranging from 145 to 900 µM, in comparison to the background concentrations (<0.3 µM). The presence and potential activity of microorganisms involved in methane cycling in serpentinization-inﬂuenced ﬂuids from different sites within the SEO were investigated using molecular, geochemical, and modeling approaches. These results were combined to elucidate the bioenergetically favorable methane production and/or oxidation reactions in this tropical serpentinizing environment. The hyperalkaline springs at SEO contain a greater proportion of Archaea and methanogens than has been detected in any terrestrial serpentinizing system. Archaea involved in methanogenesis and anaerobic methane oxidation accounted from 40 to 90% of total archaeal sequences. Genes involved in methanogenic metabolisms were detected from the metagenome of one of the alkaline springs. Methanogenic activities are likely to be facilitated by the movement of nutrients, including dissolved inorganic carbon (DIC), from surface water and their inﬁltration into serpentinizing groundwater. These data provide new insight into methane cycle in tropical serpentinizing environments.",2017-05-23,11/18/21 12:41,11/18/21 12:41,11/18/21 12:41,916,,,8,,Front. Microbiol.,Methane Dynamics in a Tropical Serpentinizing Environment,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Crespo-Medina et al. - 2017 - Methane Dynamics in a Tropical Serpentinizing Envi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKYZMKF5,journalArticle,2020,"Dangerfield, Cody R.; Frehner, Ethan H.; Buechley, Evan R.; Şekercioğlu, Çağan H.; Brazelton, William J.",Succession of bacterial communities on carrion is independent of vertebrate scavengers,PeerJ,,2167-8359,10.7717/peerj.9307,https://peerj.com/articles/9307,"The decomposition of carrion is carried out by a suite of macro- and micro-organisms who interact with each other in a variety of ecological contexts. The ultimate result of carrion decomposition is the recycling of carbon and nutrients from the carrion back into the ecosystem. Exploring these ecological interactions among animals and microbes is a critical aspect of understanding the nutrient cycling of an ecosystem. Here we investigate the potential impacts that vertebrate scavenging may have on the microbial community of carrion. In this study, we placed seven juvenile domestic cow carcasses in the Grassy Mountain region of Utah, USA and collected tissue samples at periodic intervals. Using high-depth environmental sequencing of the 16S rRNA gene and camera trap data, we documented the microbial community shifts associated with decomposition and with vertebrate scavenger visitation. The remarkable scarcity of animals at our study site enabled us to examine natural carrion decomposition in the near absence of animal scavengers. Our results indicate that the microbial communities of carcasses that experienced large amounts of scavenging activity were not significantly different than those carcasses that observed very little scavenging activity. Rather, the microbial community shifts reflected changes in the stage of decomposition similar to other studies documenting the successional changes of carrion microbial communities. Our study suggests that microbial community succession on carrion follows consistent patterns that are largely unaffected by vertebrate scavenging.",2020-06-10,11/18/21 12:41,11/18/21 19:24,11/18/21 12:41,e9307,,,8,,PeerJ,,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Dangerfield et al. - 2020 - Succession of bacterial communities on carrion is .pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL6XR3TB,journalArticle,2021,"Sabuda, Mary C.; Putman, Lindsay I.; Hoehler, Tori M.; Kubo, Michael D.; Brazelton, William J.; Cardace, Dawn; Schrenk, Matthew O.",Biogeochemical Gradients in a Serpentinization‐Influenced Aquifer: Implications for Gas Exchange Between the Subsurface and Atmosphere,Journal of Geophysical Research: Biogeosciences,,"2169-8953, 2169-8961",10.1029/2020JG006209,https://onlinelibrary.wiley.com/doi/10.1029/2020JG006209,"Serpentinization involves the hydration and alteration of ultramafic rocks, which produces hydrogen (H2) and methane (CH4) and results in distinctive groundwater chemistries. As reacted fluids mix with recharging surface water, gradients in chemistry and microbiology develop in the subsurface. We present a comprehensive analysis of biogeochemical gradients in the water column of a serpentinitehosted well, CSW1.1, at the Coast Range Ophiolite Microbial Observatory (CROMO) in California, USA. Samples for geochemistry, 16S rRNA gene sequencing, and metagenomics were collected at four discrete depths from the top of the well corresponding to 100%, 50%, 15%, and 0% of atmospheric oxygen (O2) levels, and from the well base at 19.5 m depth. Gibbs energy calculations assessed the energy available for a suite of reactions coupled to O2, sulfate (SO42−), and nitrate (NO3−). Metagenomic data from the profile was used to construct metagenome assembled genomes (MAGs) to evaluate the completeness of biochemical pathways and compare the relative abundance of key diagnostic genes. Bioenergetic data point to the favorability of CH4 oxidation reactions despite little genetic evidence for this. Amplicon sequencing results highlight the abundance of key taxa affiliated with the genera Truepera, Serpentinomonas, and Dethiobacter. Although concentrations of NO3− and H2 are low, genes for NO3− reduction and oxidation of H2 and carbon monoxide (CO) were found in high abundance. Conceptual modeling results demonstrate the net depletion of H2 and CO in the groundwater, the consumption of CO2 and O2, and the potential for CH4 emission into the atmosphere at this terrestrial site of serpentinization.",2021-08,11/18/21 19:34,11/18/21 19:34,11/18/21 19:34,,,8,126,,J Geophys Res Biogeosci,Biogeochemical Gradients in a Serpentinization‐Influenced Aquifer,,,,,,,en,,,,,DOI.org (Crossref),,,,/Users/braz/Dropbox/Papers/collections/Sabuda et al. - 2021 - Biogeochemical Gradients in a Serpentinization‐Inf.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
